2022-11-30 14:48:41 - INFO - python 22_fuse.py --dataset aminer --k 1000 --log aminer_22fuse_gcn --edge_gnn gcn
2022-11-30 14:48:41 - INFO - Namespace(log='aminer_22fuse_gcn', gid=2, dataset='aminer', data_path='../preprocess/data/aminer/', train_start=2000, train_end=2011, valid_start=2011, valid_end=2012, node_year=5, train_num=3000, num_ngh=[100, 20, 1, 15], val_percent=100, k=1000, epochs=700, bs=4096, lr=0.0005, embed_dim=128, hidden_channels=128, hidden_dims=[20, 10, 20, 8], num_layers=3, dropout=0, edge_gnn='gcn', node_gnn='sage', node_predictor='cites', fusion_mode='cat', beta=0.5, alpha=0.5, valid_freq=1, only_papers=False, save_dir='../save', device=device(type='cuda', index=2), num_rels=4)
2022-11-30 14:48:59 - INFO - all_g: Data(x=[1816165, 128], edge_index=[2, 13858687], edge_attr=[13858687], num_nodes=1816165, ts_infos=[12, 3], raw_nid=[1816165], train_val_split=12043677)
2022-11-30 16:01:54 - INFO - epoch: 0, valid: {2011: {'mrr': 0.1683751791715622, 'hits@1,3,10': [0.07714799791574478, 0.17901909351348877, 0.36814749240875244], 'ndcg,@100': [0.31065300026495857, 0.2795834153700239], 'male': 0.5285, 'rmsle': 0.6726, 'cor': 0.49}}, train: {'mrr': 0.9651, 'cor': 0.461, 'loss': 0.2922}
2022-11-30 17:06:35 - INFO - epoch: 1, valid: {2011: {'mrr': 0.25262975692749023, 'hits@1,3,10': [0.1398402452468872, 0.28877460956573486, 0.497367799282074], 'ndcg,@100': [0.38509156310285886, 0.35797588186831375], 'male': 0.5237, 'rmsle': 0.6658, 'cor': 0.5003}}, train: {'mrr': 0.9963, 'cor': 0.5537, 'loss': 0.1629}
2022-11-30 18:13:33 - INFO - epoch: 2, valid: {2011: {'mrr': 0.2854628562927246, 'hits@1,3,10': [0.16812561452388763, 0.33107805252075195, 0.5344372987747192], 'ndcg,@100': [0.41298924085081923, 0.38729686827779497], 'male': 0.5202, 'rmsle': 0.6634, 'cor': 0.5044}}, train: {'mrr': 0.9978, 'cor': 0.5643, 'loss': 0.1405}
2022-11-30 19:19:52 - INFO - epoch: 3, valid: {2011: {'mrr': 0.31486931443214417, 'hits@1,3,10': [0.19418609142303467, 0.3695699870586395, 0.5659870505332947], 'ndcg,@100': [0.4377374712562042, 0.41256842239765673], 'male': 0.5236, 'rmsle': 0.6674, 'cor': 0.5064}}, train: {'mrr': 0.9984, 'cor': 0.569, 'loss': 0.128}
2022-11-30 20:19:07 - INFO - epoch: 4, valid: {2011: {'mrr': 0.3338775038719177, 'hits@1,3,10': [0.21238647401332855, 0.39291316270828247, 0.5821388363838196], 'ndcg,@100': [0.45306494935824493, 0.4276180345691524], 'male': 0.5253, 'rmsle': 0.6697, 'cor': 0.5069}}, train: {'mrr': 0.9987, 'cor': 0.5723, 'loss': 0.1199}
2022-11-30 21:15:25 - INFO - epoch: 5, valid: {2011: {'mrr': 0.3507879376411438, 'hits@1,3,10': [0.22916439175605774, 0.41351473331451416, 0.5963088870048523], 'ndcg,@100': [0.4667682716732166, 0.44109530593193], 'male': 0.5288, 'rmsle': 0.6738, 'cor': 0.5095}}, train: {'mrr': 0.9989, 'cor': 0.5751, 'loss': 0.1152}
2022-11-30 22:39:40 - INFO - epoch: 6, valid: {2011: {'mrr': 0.3782658576965332, 'hits@1,3,10': [0.26104241609573364, 0.4423958361148834, 0.6091597676277161], 'ndcg,@100': [0.4882517395956533, 0.4621601184912979], 'male': 0.5325, 'rmsle': 0.6796, 'cor': 0.5093}}, train: {'mrr': 0.999, 'cor': 0.5777, 'loss': 0.1111}
2022-12-01 00:06:14 - INFO - epoch: 7, valid: {2011: {'mrr': 0.3880387544631958, 'hits@1,3,10': [0.26918214559555054, 0.4546692371368408, 0.6208009719848633], 'ndcg,@100': [0.496984622827034, 0.4718118147553818], 'male': 0.536, 'rmsle': 0.6816, 'cor': 0.5112}}, train: {'mrr': 0.9992, 'cor': 0.5798, 'loss': 0.1078}
2022-12-01 01:13:48 - INFO - epoch: 8, valid: {2011: {'mrr': 0.40044453740119934, 'hits@1,3,10': [0.2826652526855469, 0.46784234046936035, 0.6292689442634583], 'ndcg,@100': [0.5072451433760766, 0.48286862154179416], 'male': 0.542, 'rmsle': 0.6871, 'cor': 0.5126}}, train: {'mrr': 0.9992, 'cor': 0.582, 'loss': 0.1052}
2022-12-01 02:41:37 - INFO - epoch: 9, valid: {2011: {'mrr': 0.40683770179748535, 'hits@1,3,10': [0.2901241183280945, 0.47463253140449524, 0.6326366662979126], 'ndcg,@100': [0.5118477168549842, 0.4865728563620609], 'male': 0.5488, 'rmsle': 0.6924, 'cor': 0.5138}}, train: {'mrr': 0.9993, 'cor': 0.5838, 'loss': 0.1034}
2022-12-01 04:31:33 - INFO - epoch: 10, valid: {2011: {'mrr': 0.41333848237991333, 'hits@1,3,10': [0.29876840114593506, 0.48062029480934143, 0.6332324147224426], 'ndcg,@100': [0.5167374816288408, 0.4910870028597825], 'male': 0.5515, 'rmsle': 0.6964, 'cor': 0.5138}}, train: {'mrr': 0.9993, 'cor': 0.5855, 'loss': 0.1016}
