2022-11-29 23:46:34 - INFO - python 22_fuse.py --dataset acm --k 1000 --log acm_22fuse --gid 2
2022-11-29 23:46:34 - INFO - Namespace(log='acm_22fuse', gid=2, dataset='acm', data_path='../preprocess/data/acm/', train_start=2000, train_end=2011, valid_start=2011, valid_end=2012, node_year=5, train_num=3000, num_ngh=[100, 20, 1, 15], val_percent=100, k=1000, epochs=700, bs=4096, lr=0.0005, embed_dim=128, hidden_channels=128, hidden_dims=[20, 10, 20, 8], num_layers=3, dropout=0, edge_gnn='sage', node_gnn='sage', node_predictor='cites', fusion_mode='cat', beta=0.5, alpha=0.5, valid_freq=1, only_papers=False, save_dir='../save', device=device(type='cuda', index=2), num_rels=4)
2022-11-29 23:46:43 - INFO - all_g: Data(x=[1075859, 128], edge_index=[2, 6221766], edge_attr=[6221766], num_nodes=1075859, ts_infos=[12, 3], raw_nid=[1075859], train_val_split=5561958)
2022-11-30 00:02:34 - INFO - epoch: 0, valid: {2011: {'mrr': 0.08371565490961075, 'hits@1,3,10': [0.03272123262286186, 0.07413501292467117, 0.17191065847873688], 'ndcg,@100': [0.2298316499738996, 0.18703547486645547], 'male': 0.3641, 'rmsle': 0.473, 'cor': 0.3782}}, train: {'mrr': 0.9503, 'cor': 0.4275, 'loss': 0.3925}
2022-11-30 00:20:56 - INFO - epoch: 1, valid: {2011: {'mrr': 0.14155426621437073, 'hits@1,3,10': [0.053397078067064285, 0.13842882215976715, 0.3333436846733093], 'ndcg,@100': [0.29421611921936114, 0.27267997199073374], 'male': 0.3526, 'rmsle': 0.4648, 'cor': 0.3943}}, train: {'mrr': 0.9886, 'cor': 0.4883, 'loss': 0.2476}
2022-11-30 00:38:41 - INFO - epoch: 2, valid: {2011: {'mrr': 0.2653034031391144, 'hits@1,3,10': [0.13861508667469025, 0.2993030548095703, 0.5446657538414001], 'ndcg,@100': [0.4064129391457638, 0.3930837849598045], 'male': 0.3509, 'rmsle': 0.4695, 'cor': 0.4019}}, train: {'mrr': 0.9951, 'cor': 0.5, 'loss': 0.1839}
2022-11-30 00:56:41 - INFO - epoch: 3, valid: {2011: {'mrr': 0.31235837936401367, 'hits@1,3,10': [0.17515483498573303, 0.3599025309085846, 0.6101858019828796], 'ndcg,@100': [0.44720263111605646, 0.4350234895827332], 'male': 0.3511, 'rmsle': 0.473, 'cor': 0.4063}}, train: {'mrr': 0.9973, 'cor': 0.5069, 'loss': 0.159}
2022-11-30 01:14:47 - INFO - epoch: 4, valid: {2011: {'mrr': 0.36929187178611755, 'hits@1,3,10': [0.22800862789154053, 0.4304363429546356, 0.6680067777633667], 'ndcg,@100': [0.4947404709266317, 0.4836101011577891], 'male': 0.344, 'rmsle': 0.4672, 'cor': 0.4079}}, train: {'mrr': 0.998, 'cor': 0.512, 'loss': 0.145}
2022-11-30 01:32:41 - INFO - epoch: 5, valid: {2011: {'mrr': 0.3730317950248718, 'hits@1,3,10': [0.22603727877140045, 0.4398273825645447, 0.6862611174583435], 'ndcg,@100': [0.4986900057487398, 0.4876800532743114], 'male': 0.3442, 'rmsle': 0.4698, 'cor': 0.4096}}, train: {'mrr': 0.9984, 'cor': 0.5162, 'loss': 0.1378}
2022-11-30 01:50:37 - INFO - epoch: 6, valid: {2011: {'mrr': 0.40101349353790283, 'hits@1,3,10': [0.251431941986084, 0.4757307171821594, 0.7126336693763733], 'ndcg,@100': [0.5220748530019469, 0.5115163897223424], 'male': 0.3416, 'rmsle': 0.4679, 'cor': 0.4109}}, train: {'mrr': 0.9986, 'cor': 0.5197, 'loss': 0.1319}
2022-11-30 02:07:11 - INFO - epoch: 7, valid: {2011: {'mrr': 0.41200268268585205, 'hits@1,3,10': [0.2624683678150177, 0.48935937881469727, 0.7189668416976929], 'ndcg,@100': [0.5307880379155802, 0.5199119833005813], 'male': 0.3439, 'rmsle': 0.471, 'cor': 0.4121}}, train: {'mrr': 0.9988, 'cor': 0.5228, 'loss': 0.1273}
2022-11-30 02:23:36 - INFO - epoch: 8, valid: {2011: {'mrr': 0.42259255051612854, 'hits@1,3,10': [0.2729615271091461, 0.5019635558128357, 0.7300653457641602], 'ndcg,@100': [0.5395921981671615, 0.5290477379817279], 'male': 0.3475, 'rmsle': 0.4758, 'cor': 0.4125}}, train: {'mrr': 0.9989, 'cor': 0.5251, 'loss': 0.1242}
2022-11-30 02:40:46 - INFO - epoch: 9, valid: {2011: {'mrr': 0.4313892126083374, 'hits@1,3,10': [0.28241467475891113, 0.5120376348495483, 0.7347686290740967], 'ndcg,@100': [0.5465788928433043, 0.5359847671319885], 'male': 0.3463, 'rmsle': 0.4763, 'cor': 0.4118}}, train: {'mrr': 0.999, 'cor': 0.5274, 'loss': 0.1221}
2022-11-30 03:00:05 - INFO - epoch: 10, valid: {2011: {'mrr': 0.4343995749950409, 'hits@1,3,10': [0.28468093276023865, 0.5172531604766846, 0.7365381717681885], 'ndcg,@100': [0.5489829062909427, 0.5383553928728734], 'male': 0.3455, 'rmsle': 0.476, 'cor': 0.4139}}, train: {'mrr': 0.9991, 'cor': 0.5293, 'loss': 0.12}
